dist_code,month,sector,investment in cr,number_of_employees
17_1,01-Jul-22,Food Processing,12.78,35
20_2,01-Jul-22,Food Processing,1.53,35
20_4,01-Jan-23,Food Processing,2.64,35
14_3,01-Mar-23,Agro based incl Cold Storages,8.11,35
17_2,01-Mar-23,Food Processing,4.58,35
20_1,01-May-19,Agro based incl Cold Storages,1.59,34
15_2,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,34
18_2,01-Sep-19,Food Processing,1.98,34
20_4,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.66,34
20_4,01-Feb-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,34
15_2,01-Mar-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.82,34
17_1,01-Jun-20,Food Processing,0.99,34
20_1,01-Jul-20,Food Processing,0.77,34
20_3,01-Sep-20,Food Processing,1.26,34
19_3,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.93,34
18_1,01-Dec-20,Food Processing,0.63,34
17_1,01-Dec-20,Engineering,2.93,34
20_3,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,34
19_2,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,34
23_1,01-Mar-21,Food Processing,2.24,34
14_3,01-Mar-21,Food Processing,4.26,34
19_3,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,34
15_2,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.82,34
17_2,01-Jul-21,Food Processing,4.89,34
22_1,01-Sep-21,Agro based incl Cold Storages,10.23,34
20_1,01-Oct-21,Food Processing,0.99,34
16_1,01-Mar-22,Engineering,0.24,34
15_2,01-May-22,Granite and Stone Crushing,183.49,34
15_1,01-Jul-22,Textiles,0.05,34
19_2,01-Nov-22,Food Processing,2.4,34
15_2,01-Nov-22,Wood and Leather,0.37,34
15_1,01-Feb-23,Industrial Parks and IT Buildings,280.41,34
15_1,01-Jun-19,Agro based incl Cold Storages,4.05,33
22_2,01-Sep-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,33
23_3,01-Jan-20,Granite and Stone Crushing,1.65,33
17_3,01-Feb-20,Agro based incl Cold Storages,0.82,33
19_3,01-Feb-20,Food Processing,1.08,33
19_3,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.66,33
21_5,01-Sep-20,Food Processing,6.2,33
18_2,01-Sep-20,Agro based incl Cold Storages,5.76,33
17_2,01-Oct-20,Food Processing,4.7,33
21_2,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.51,33
21_2,01-Dec-20,Granite and Stone Crushing,6.19,33
19_3,01-Jan-21,Food Processing,0.56,33
15_2,01-Jan-21,Agro based incl Cold Storages,3.74,33
22_2,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.54,33
22_2,01-Feb-21,Agro based incl Cold Storages,0.89,33
17_2,01-Jun-21,Others,7.88,33
15_2,01-Jun-21,Paper and Printing,0.75,33
15_2,01-Jun-21,Agro based incl Cold Storages,1.1,33
20_1,01-Aug-21,Food Processing,0.68,33
21_2,01-Nov-21,Food Processing,2.13,33
14_1,01-Jan-22,Food Processing,3.18,33
19_2,01-Feb-22,Food Processing,4.01,33
23_2,01-Mar-22,Granite and Stone Crushing,1.7,33
17_2,01-Mar-22,Food Processing,43.56,33
20_1,01-May-22,Engineering,0.72,33
15_1,01-May-22,Engineering,27.49,33
17_3,01-Jun-22,Food Processing,3.64,33
20_2,01-Jun-22,Food Processing,1.2,33
14_3,01-Sep-22,Food Processing,2.58,33
15_2,01-Dec-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.58,33
15_1,01-Jan-23,Others,6.54,33
15_1,01-Apr-19,Plastic and Rubber,3.59,32
22_1,01-Apr-19,Granite and Stone Crushing,4.46,32
20_3,01-Nov-19,Wood and Leather,0.58,32
18_1,01-Jan-20,Agro based incl Cold Storages,0.97,32
17_2,01-Feb-20,Others,6.49,32
14_1,01-Jul-20,Agro based incl Cold Storages,11.93,32
20_3,01-Jul-20,Engineering,0.63,32
17_2,01-Jul-20,Engineering,2.93,32
22_1,01-Aug-20,Granite and Stone Crushing,5.76,32
20_4,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.42,32
20_1,01-Dec-20,Engineering,0.85,32
15_2,01-Jan-21,Paper and Printing,0.48,32
21_2,01-Jan-21,Granite and Stone Crushing,1.28,32
15_3,01-Jul-21,Granite and Stone Crushing,1.3,32
21_2,01-Aug-21,Engineering,3.81,32
21_3,01-Dec-21,Food Processing,4.86,32
21_1,01-Feb-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,32
15_2,01-Feb-22,Food Processing,2.2,32
15_2,01-Jun-22,Others,1.35,32
22_1,01-Oct-22,Food Processing,0.69,32
21_1,01-Jan-23,Others,2.93,32
19_4,01-Feb-23,Food Processing,2.52,32
20_1,01-Dec-19,Engineering,0.64,31
17_2,01-Mar-20,Engineering,5.77,31
21_2,01-Mar-20,Food Processing,2.71,31
21_3,01-Aug-20,Granite and Stone Crushing,2.35,31
21_2,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,31
15_2,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.69,31
19_4,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.68,31
23_3,01-Nov-20,Engineering,5.34,31
22_1,01-Apr-21,Agro based incl Cold Storages,2.15,31
15_2,01-Jul-21,Granite and Stone Crushing,3.12,31
22_2,01-Aug-21,Food Processing,0.59,31
19_2,01-Sep-21,Food Processing,1.8,31
23_1,01-Oct-21,Food Processing,1.35,31
15_2,01-Dec-21,Wood and Leather,0.82,31
18_1,01-Jan-22,Food Processing,1.4,31
21_2,01-Apr-22,Food Processing,4.7,31
17_1,01-Apr-22,Solar and Other Renewable Energy,190.18,31
23_1,01-Jun-22,Food Processing,6.18,31
19_3,01-Dec-22,Food Processing,2.19,31
17_2,01-Feb-23,Electrical and Electronic Products,5.75,31
21_5,01-Mar-23,Food Processing,4.7,31
23_1,01-Apr-19,Granite and Stone Crushing,0.82,30
17_3,01-Apr-19,Food Processing,3.29,30
20_1,01-May-19,Granite and Stone Crushing,3.13,30
14_1,01-May-19,Electrical and Electronic Products,10.67,30
17_2,01-Jun-19,Paper and Printing,2.7,30
17_2,01-Jul-19,R&D,0.25,30
18_2,01-Jul-19,Food Processing,7,30
23_1,01-Jul-19,Agro based incl Cold Storages,3.03,30
15_2,01-Aug-19,Food Processing,0.57,30
19_3,01-Aug-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.48,30
14_1,01-Sep-19,Granite and Stone Crushing,1,30
17_2,01-Oct-19,R&D,2.39,30
17_2,01-Oct-19,Granite and Stone Crushing,7.5,30
15_2,01-Oct-19,Agro based incl Cold Storages,0.65,30
17_1,01-Nov-19,Wood and Leather,4,30
20_3,01-Dec-19,Pharmaceuticals and Chemicals,0.49,30
15_2,01-Dec-19,Paper and Printing,0.25,30
20_3,01-Jan-20,Engineering,2.26,30
20_1,01-Jan-20,Beverages,0.35,30
21_3,01-Jan-20,Granite and Stone Crushing,0.53,30
23_2,01-Jan-20,Granite and Stone Crushing,3.04,30
15_1,01-Feb-20,Others,1.58,30
15_1,01-Feb-20,Granite and Stone Crushing,11.8,30
17_2,01-Mar-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,30
18_1,01-Mar-20,Food Processing,2.1,30
17_2,01-Mar-20,Paper and Printing,1.1,30
20_3,01-Mar-20,Engineering,0.57,30
15_1,01-Mar-20,Plastic and Rubber,0.89,30
15_2,01-May-20,Paper and Printing,1.38,30
17_1,01-Jun-20,Pharmaceuticals and Chemicals,0.6,30
15_1,01-Jun-20,Engineering,4.59,30
23_3,01-Jun-20,Others,1.3,30
23_3,01-Jun-20,Engineering,1.33,30
18_1,01-Aug-20,Food Processing,1.72,30
14_1,01-Aug-20,Food Processing,4.05,30
15_2,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.94,30
15_3,01-Aug-20,Food Processing,2.67,30
15_3,01-Aug-20,Pharmaceuticals and Chemicals,3.53,30
15_1,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.98,30
15_1,01-Sep-20,Agro based incl Cold Storages,2.85,30
17_2,01-Sep-20,Pharmaceuticals and Chemicals,2.55,30
14_4,01-Sep-20,Food Processing,5.5,30
14_3,01-Sep-20,Textiles,5.03,30
17_2,01-Sep-20,Granite and Stone Crushing,2.7,30
20_2,01-Oct-20,Agro based incl Cold Storages,1.01,30
20_4,01-Oct-20,Others,1.55,30
21_3,01-Oct-20,Food Processing,0.43,30
19_1,01-Nov-20,Textiles,0.2,30
20_3,01-Nov-20,Food Processing,0.71,30
15_1,01-Nov-20,Pharmaceuticals and Chemicals,0.24,30
20_2,01-Dec-20,Agro based incl Cold Storages,1.38,30
21_2,01-Dec-20,Agro based incl Cold Storages,2.27,30
19_2,01-Dec-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.36,30
20_2,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.75,30
17_3,01-Jan-21,Agro based incl Cold Storages,0.61,30
16_1,01-Feb-21,Engineering,0.36,30
23_3,01-Feb-21,Electrical and Electronic Products,1.59,30
19_2,01-Feb-21,Wood and Leather,0.11,30
21_5,01-Mar-21,Granite and Stone Crushing,1.3,30
21_2,01-Mar-21,Food Processing,2.31,30
15_3,01-Apr-21,Granite and Stone Crushing,0.5,30
15_1,01-Apr-21,Others,2.65,30
21_2,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.59,30
15_1,01-May-21,Others,1.02,30
21_2,01-Jun-21,Granite and Stone Crushing,1.04,30
14_3,01-Jun-21,Agro based incl Cold Storages,2.46,30
15_1,01-Jun-21,Wood and Leather,1.46,30
18_1,01-Jun-21,Food Processing,1.81,30
22_2,01-Jun-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.05,30
15_1,01-Jun-21,Engineering,6.21,30
15_2,01-Jul-21,Wood and Leather,0.9,30
20_4,01-Jul-21,Pharmaceuticals and Chemicals,4.7,30
17_2,01-Aug-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.91,30
23_3,01-Sep-21,Food Processing,4.85,30
15_1,01-Sep-21,Paper and Printing,0.48,30
23_3,01-Sep-21,Paper and Printing,5.46,30
14_1,01-Sep-21,Food Processing,0.86,30
17_1,01-Sep-21,Food Processing,7.5,30
15_1,01-Oct-21,"Real Estate,Industrial Parks and IT Buildings",151.56,30
17_2,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.68,30
19_4,01-Oct-21,Granite and Stone Crushing,1.03,30
15_1,01-Nov-21,Granite and Stone Crushing,4.65,30
14_3,01-Nov-21,Agro based incl Cold Storages,1.98,30
17_1,01-Nov-21,Others,13.2,30
23_3,01-Nov-21,Pharmaceuticals and Chemicals,2.4,30
15_2,01-Dec-21,Agro based incl Cold Storages,0.56,30
21_5,01-Dec-21,Food Processing,1.86,30
15_1,01-Jan-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.24,30
23_3,01-Jan-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.78,30
14_1,01-Jan-22,Pharmaceuticals and Chemicals,2.08,30
17_2,01-Feb-22,Electrical and Electronic Products,2.08,30
22_1,01-Feb-22,Food Processing,2.07,30
23_1,01-Feb-22,Plastic and Rubber,2,30
21_2,01-Apr-22,Pharmaceuticals and Chemicals,0.52,30
14_2,01-May-22,Food Processing,1.04,30
17_1,01-May-22,Food Processing,11.37,30
16_1,01-Jun-22,Food Processing,0.25,30
23_3,01-Jul-22,Food Processing,5.16,30
15_2,01-Jul-22,Wood and Leather,0.95,30
21_1,01-Jul-22,Textiles,3.88,30
14_1,01-Jul-22,Electrical and Electronic Products,2.01,30
14_1,01-Aug-22,Pharmaceuticals and Chemicals,5.15,30
15_2,01-Aug-22,Paper and Printing,5.82,30
21_3,01-Aug-22,Granite and Stone Crushing,1.18,30
20_1,01-Aug-22,Food Processing,1.75,30
15_2,01-Sep-22,Paper and Printing,1.61,30
23_2,01-Oct-22,Agro based incl Cold Storages,1.43,30
17_1,01-Oct-22,Plastic and Rubber,4.42,30
14_5,01-Oct-22,Food Processing,3.54,30
15_2,01-Nov-22,Others,0.23,30
20_1,01-Nov-22,Granite and Stone Crushing,1.77,30
14_4,01-Nov-22,Food Processing,3.55,30
18_1,01-Nov-22,Food Processing,2.12,30
17_2,01-Nov-22,Granite and Stone Crushing,7.66,30
15_2,01-Dec-22,Paper and Printing,5.31,30
20_1,01-Dec-22,Others,3.19,30
17_1,01-Dec-22,Food Processing,2.05,30
14_4,01-Dec-22,Food Processing,1.37,30
14_3,01-Dec-22,Textiles,2.19,30
21_2,01-Jan-23,Food Processing,4.53,30
14_5,01-Jan-23,Food Processing,1.94,30
21_1,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9,30
17_2,01-Jan-23,Food Processing,3.55,30
14_2,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,30
23_3,01-Feb-23,Pharmaceuticals and Chemicals,10.02,30
14_1,01-Feb-23,Engineering,10.89,30
14_4,01-Feb-23,Food Processing,1.35,30
15_3,01-Feb-23,Food Processing,3.21,30
15_1,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.6,30
14_1,01-Mar-23,R&D,3.12,30
15_3,01-May-19,Granite and Stone Crushing,3.28,29
20_4,01-Jul-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.97,29
15_2,01-Oct-19,Food Processing,1.1,29
22_1,01-Jan-20,Food Processing,0.17,29
18_1,01-Jan-20,Engineering,1.16,29
14_1,01-Feb-20,Electrical and Electronic Products,1.4,29
17_2,01-Mar-20,Plastic and Rubber,1.86,29
15_2,01-Apr-20,Pharmaceuticals and Chemicals,2.37,29
18_1,01-Jun-20,Food Processing,0.74,29
22_1,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.69,29
20_2,01-Oct-20,Food Processing,1.37,29
21_2,01-Nov-20,Solar and Other Renewable Energy,113.36,29
21_5,01-Feb-21,Agro based incl Cold Storages,1.05,29
21_7,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,29
15_1,01-Feb-21,Plastic and Rubber,14.5,29
21_2,01-Apr-21,Engineering,0.56,29
23_3,01-Apr-21,Granite and Stone Crushing,6.25,29
15_2,01-Aug-21,Food Processing,1.66,29
14_1,01-Sep-21,Pharmaceuticals and Chemicals,17.78,29
21_5,01-Sep-21,Granite and Stone Crushing,8.11,29
23_1,01-Oct-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.77,29
14_3,01-Oct-21,Food Processing,8.98,29
14_1,01-Oct-21,Food Processing,1.84,29
15_3,01-Nov-21,Food Processing,1.15,29
21_1,01-Jan-22,Food Processing,1.36,29
22_1,01-Apr-22,Granite and Stone Crushing,4.86,29
21_1,01-Apr-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.06,29
20_2,01-Apr-22,Food Processing,1.34,29
21_6,01-Aug-22,Food Processing,1.75,29
19_3,01-Sep-22,Food Processing,1.22,29
22_2,01-Dec-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.37,29
21_5,01-Feb-23,Food Processing,2.58,29
21_2,01-Mar-23,Food Processing,4.04,29
15_3,01-Mar-23,Engineering,0.6,29
15_2,01-Mar-23,R&D,3.41,29
20_3,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.62,28
20_4,01-Jun-19,Others,316.76,28
20_3,01-Jun-19,Agro based incl Cold Storages,0.7,28
21_3,01-Aug-19,Agro based incl Cold Storages,0.88,28
15_2,01-Sep-19,Paper and Printing,1.09,28
19_3,01-Nov-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,28
21_2,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.53,28
15_1,01-Dec-19,Food Processing,0.39,28
15_1,01-Feb-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.21,28
23_2,01-Mar-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.55,28
15_1,01-May-20,Plastic and Rubber,5.17,28
15_1,01-Jun-20,Agro based incl Cold Storages,0.64,28
15_1,01-Jul-20,Granite and Stone Crushing,0.49,28
19_3,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,28
20_2,01-Aug-20,Agro based incl Cold Storages,0.9,28
15_1,01-Oct-20,Pharmaceuticals and Chemicals,4.25,28
19_3,01-Nov-20,Solar and Other Renewable Energy,158.01,28
19_2,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.58,28
20_1,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,28
19_4,01-Dec-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.44,28
20_1,01-Jan-21,Agro based incl Cold Storages,0.81,28
22_1,01-Jan-21,Food Processing,11.95,28
22_1,01-Jan-21,Agro based incl Cold Storages,2.12,28
21_7,01-Feb-21,Food Processing,2.6,28
21_5,01-May-21,Agro based incl Cold Storages,2.48,28
17_2,01-May-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,28
23_1,01-Jul-21,Food Processing,4.17,28
21_2,01-Jul-21,Agro based incl Cold Storages,1.07,28
14_1,01-Jul-21,Food Processing,8.95,28
20_2,01-Aug-21,Agro based incl Cold Storages,1.22,28
23_3,01-Aug-21,Food Processing,12.26,28
17_3,01-Oct-21,Food Processing,1.6,28
14_4,01-Dec-21,Food Processing,1.36,28
20_1,01-Feb-22,Food Processing,1.43,28
18_2,01-May-22,Food Processing,0.65,28
15_1,01-Jun-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.75,28
15_2,01-Aug-22,Food Processing,1.25,28
23_3,01-Sep-22,Granite and Stone Crushing,0.82,28
20_2,01-Sep-22,Food Processing,1.43,28
21_1,01-Sep-22,Others,1.39,28
14_1,01-Mar-23,Food Processing,2.5,28
20_3,01-Apr-19,Textiles,0.27,27
20_3,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,27
20_3,01-Nov-19,Pharmaceuticals and Chemicals,0.49,27
20_2,01-Nov-19,Engineering,0.56,27
20_1,01-Jan-20,Food Processing,0.96,27
19_3,01-Mar-20,Engineering,0.51,27
20_3,01-Mar-20,Agro based incl Cold Storages,0.46,27
19_2,01-Mar-20,Food Processing,1.2,27
15_1,01-Sep-20,Wood and Leather,0.9,27
15_2,01-Sep-20,Food Processing,0.25,27
21_5,01-Oct-20,Agro based incl Cold Storages,0.47,27
15_2,01-Oct-20,Plastic and Rubber,0.65,27
21_2,01-Nov-20,Agro based incl Cold Storages,1.12,27
14_5,01-Dec-20,Food Processing,2.13,27
18_2,01-Jan-21,Agro based incl Cold Storages,5.32,27
21_2,01-Jan-21,Agro based incl Cold Storages,1.57,27
22_2,01-Mar-21,Agro based incl Cold Storages,0.7,27
20_3,01-Apr-21,Food Processing,1.27,27
22_1,01-Jul-21,Agro based incl Cold Storages,10.73,27
20_4,01-Sep-21,Food Processing,0.36,27
21_1,01-Nov-21,Food Processing,1.42,27
17_2,01-Nov-21,Plastic and Rubber,1.2,27
17_1,01-Jan-22,Paper and Printing,0.4,27
20_1,01-Apr-22,Agro based incl Cold Storages,1.11,27
17_3,01-Jun-22,Engineering,3.77,27
21_1,01-Jul-22,Food Processing,3.86,27
20_2,01-Mar-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,27
19_2,01-Mar-23,Food Processing,0.5,27
20_1,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.24,26
15_1,01-May-19,Granite and Stone Crushing,1.18,26
20_1,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.68,26
20_1,01-Sep-19,Agro based incl Cold Storages,0.59,26
22_1,01-Sep-19,Granite and Stone Crushing,4.46,26
19_3,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,26
22_1,01-Jan-20,Granite and Stone Crushing,2.72,26
21_2,01-Jan-20,Agro based incl Cold Storages,2.52,26
14_3,01-Jun-20,Agro based incl Cold Storages,1.11,26
20_4,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.63,26
20_2,01-Sep-20,Agro based incl Cold Storages,0.92,26
15_2,01-Oct-20,Paper and Printing,3.6,26
19_1,01-Oct-20,Food Processing,0.54,26
15_3,01-Oct-20,Granite and Stone Crushing,0.7,26
19_3,01-Nov-20,Food Processing,1.37,26
19_4,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.46,26
23_3,01-Dec-20,Pharmaceuticals and Chemicals,1.04,26
17_2,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.3,26
21_2,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.51,26
21_3,01-Feb-21,Agro based incl Cold Storages,1.64,26
19_3,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.49,26
21_3,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.44,26
17_2,01-Apr-21,Food Processing,2.95,26
22_2,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.44,26
20_4,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.56,26
17_3,01-May-21,Agro based incl Cold Storages,1.34,26
20_2,01-May-21,Agro based incl Cold Storages,1.47,26
17_3,01-Jun-21,Food Processing,6.03,26
21_3,01-Aug-21,Food Processing,0.99,26
22_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,26
20_3,01-Oct-21,Granite and Stone Crushing,0.79,26
20_3,01-Jan-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,26
23_2,01-Feb-22,Pharmaceuticals and Chemicals,1.84,26
15_3,01-Mar-22,Food Processing,1.37,26
20_1,01-Mar-22,Food Processing,1.26,26
20_1,01-Mar-22,Engineering,0.61,26
20_1,01-Apr-22,Food Processing,0.75,26
15_3,01-May-22,Food Processing,1.12,26
15_3,01-Jun-22,Granite and Stone Crushing,0.66,26
20_1,01-Jul-22,Engineering,0.8,26
21_2,01-Nov-22,Engineering,0.28,26
23_3,01-Jan-23,Others,2.36,26
23_2,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,25
22_1,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",3,25
21_6,01-Apr-19,Food Processing,2,25
20_2,01-May-19,Granite and Stone Crushing,1.24,25
23_3,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,25
17_3,01-Jul-19,Others,3.13,25
23_3,01-Aug-19,Agro based incl Cold Storages,3.45,25
20_2,01-Sep-19,Agro based incl Cold Storages,1,25
20_2,01-Sep-19,Food Processing,0.35,25
17_1,01-Sep-19,Plastic and Rubber,0.65,25
17_3,01-Oct-19,Food Processing,2.98,25
17_2,01-Oct-19,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.02,25
20_1,01-Nov-19,Agro based incl Cold Storages,1.35,25
15_2,01-Nov-19,Paper and Printing,0.54,25
17_3,01-Nov-19,Engineering,1.93,25
17_3,01-Dec-19,Food Processing,9.8,25
19_3,01-Dec-19,Food Processing,0.75,25
20_3,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,25
23_2,01-Dec-19,Granite and Stone Crushing,3.09,25
15_3,01-Mar-20,Granite and Stone Crushing,0.37,25
21_5,01-Mar-20,Granite and Stone Crushing,2.04,25
21_2,01-Mar-20,Engineering,1.55,25
21_5,01-Mar-20,Agro based incl Cold Storages,1.62,25
15_1,01-Mar-20,Granite and Stone Crushing,5.12,25
15_2,01-Apr-20,Food Processing,3.86,25
15_2,01-Jun-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.45,25
20_2,01-Jul-20,Food Processing,0.51,25
21_2,01-Jul-20,Granite and Stone Crushing,0.5,25
20_1,01-Sep-20,Textiles,0.1,25
19_3,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.51,25
20_4,01-Oct-20,Textiles,0.23,25
19_4,01-Oct-20,Textiles,0.42,25
23_2,01-Oct-20,Engineering,1.79,25
21_2,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.76,25
14_4,01-Dec-20,Agro based incl Cold Storages,6.52,25
14_1,01-Jan-21,Others,0.25,25
20_2,01-Jan-21,Granite and Stone Crushing,0.5,25
17_3,01-Jan-21,Food Processing,5.38,25
22_2,01-Jan-21,Plastic and Rubber,4.2,25
21_2,01-Feb-21,Food Processing,2.16,25
17_2,01-Feb-21,Others,4.66,25
14_4,01-Feb-21,Food Processing,3.27,25
19_2,01-Feb-21,Engineering,0.18,25
14_3,01-Feb-21,Food Processing,6.55,25
15_1,01-Mar-21,Others,0.45,25
20_2,01-Mar-21,Granite and Stone Crushing,0.5,25
15_1,01-Mar-21,Pharmaceuticals and Chemicals,1.55,25
17_2,01-Mar-21,Granite and Stone Crushing,0.98,25
23_3,01-Mar-21,Paper and Printing,4.18,25
14_2,01-Mar-21,Textiles,0.4,25
15_2,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.85,25
18_1,01-Apr-21,Food Processing,2.4,25
21_5,01-Apr-21,Food Processing,1.2,25
22_1,01-Apr-21,Food Processing,3.35,25
22_1,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.51,25
19_1,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.33,25
20_1,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,25
